visa_type,continent,age,education_level,occupation_category,income_level_usd,has_strong_home_ties,prior_visa_violations,prior_us_travel,documentation_quality,social_media_flag,criminal_background,admin_processing_delay,country_of_origin,approval_status,gender,marital_status,number_of_dependents
TN,Africa,41,Master,Technician,31956.45797866101,Yes,No,Once,Medium,Clean,No,No,Ghana,1,Female,Single,0
F-1,Africa,38,Master,Technician,21916.204541183964,Yes,No,Never,Medium,Clean,No,No,Ghana,1,Female,Single,2
F-1,North America,69,Bachelor,Professor,821.4153252170945,No,No,Never,High,Clean,No,No,Mexico,1,Female,Married,0
B-2,North America,3,Bachelor,Technician,18634.481095113588,Yes,No,Once,Low,Clean,No,No,Guatemala,1,Male,Single,0
B-2,South America,33,Bachelor,Professor,55400.245656171646,No,No,Once,High,Clean,No,No,Argentina,1,Female,Single,1
B-2,Europe,44,Bachelor,Athlete,30104.941656913856,Yes,No,Never,Medium,Clean,No,No,France,1,Male,Single,1
F-1,Asia,20,Master,Scientist,53035.814389595354,Yes,No,Once,Medium,Clean,No,No,India,1,Female,Divorced,1
O-1,Asia,26,PhD,Scientist,16446.324618086695,No,No,Once,High,Negative Content,No,No,China,1,Female,Married,0
F-1,Europe,68,Bachelor,Professor,20372.311452578313,No,No,Once,Medium,Clean,No,Yes,France,1,Male,Widowed,0
B-2,South America,58,High School,Scientist,15247.000999401753,No,No,Never,Medium,Clean,No,No,Argentina,0,Male,Married,3
F-1,North America,7,Master,Technician,0.0,Yes,No,Never,Low,Clean,No,No,Mexico,1,Male,Single,2
B-2,Africa,17,Master,Scientist,13035.759646784147,No,No,Once,Medium,Clean,No,No,South Africa,1,Male,Single,1
B-2,Europe,74,High School,Student,0.0,Yes,No,Never,Medium,Clean,No,No,Russia,0,Female,Married,1
B-2,South America,69,PhD,Scientist,51282.6040441157,Yes,No,Never,High,Clean,No,No,Colombia,1,Female,Married,1
TN,Europe,31,Master,Athlete,30127.403921418147,Yes,No,Never,High,Clean,No,No,France,1,Male,Married,0
TN,Africa,64,High School,Student,29238.606618678867,Yes,No,Once,High,Clean,No,No,South Africa,1,Female,Married,0
O-1,Asia,28,PhD,Athlete,20483.4768794302,Yes,No,Once,High,Clean,No,No,Philippines,1,Male,Divorced,0
J-1,North America,42,Bachelor,Athlete,12747.967700843568,Yes,No,Once,Medium,Clean,No,No,Guatemala,1,Female,Divorced,1
F-1,South America,21,High School,Student,38902.42774176688,Yes,No,Never,High,Clean,No,No,Colombia,1,Female,Married,1
B-1,Asia,74,Master,Technician,45528.86396437133,Yes,No,Once,Medium,Clean,No,No,India,1,Female,Married,0
B-2,Africa,20,Bachelor,Scientist,34521.66398813126,Yes,No,Never,Medium,Clean,No,No,South Africa,1,Male,Single,3
O-1,Europe,11,Master,Businessperson,50578.201927046655,Yes,No,Once,Medium,Clean,No,No,Russia,1,Other,Single,3
B-1,South America,73,High School,Businessperson,26118.56022891492,Yes,No,Never,High,Clean,No,No,Brazil,1,Male,Married,1
TN,South America,46,Bachelor,Student,41278.70246259449,Yes,No,Never,Medium,Clean,No,No,Argentina,1,Male,Single,2
J-1,Asia,67,Master,Technician,40754.23803683199,Yes,No,Once,Low,Clean,No,No,India,1,Male,Married,0
F-1,Asia,77,Bachelor,Athlete,37265.12583978811,Yes,No,Never,High,Clean,No,No,Pakistan,1,Female,Married,2
TN,Africa,61,High School,Professor,23399.323317953833,Yes,No,Never,High,Clean,No,No,Kenya,1,Female,Single,1
O-1,Asia,55,Bachelor,Businessperson,29896.498666512867,Yes,No,Multiple,Medium,Clean,No,No,Philippines,1,Female,Married,0
B-2,South America,26,PhD,Student,23705.86816665262,Yes,No,Never,High,Clean,No,No,Argentina,1,Male,Single,3
B-2,North America,40,High School,Businessperson,53973.09561634639,Yes,No,Never,Medium,Clean,No,Yes,Mexico,1,Male,Single,0
B-2,Africa,59,High School,Businessperson,8326.46700472062,Yes,No,Multiple,Medium,Negative Content,No,No,South Africa,0,Female,Divorced,1
O-1,Africa,50,PhD,Athlete,29148.401190706594,Yes,No,Multiple,Medium,Clean,No,No,Nigeria,1,Male,Single,1
TN,North America,56,Bachelor,Professor,69438.39021977635,No,No,Multiple,High,Clean,No,No,Canada,1,Male,Single,2
B-1,Africa,49,High School,Athlete,14899.438247262446,Yes,No,Never,Medium,Clean,No,No,Kenya,1,Female,Married,1
J-1,Africa,64,Master,Technician,45737.281377811545,Yes,No,Multiple,Medium,Clean,No,No,Ghana,1,Female,Single,1
F-1,Asia,71,High School,Student,8654.715829684028,Yes,Yes,Never,High,Clean,No,No,Philippines,0,Male,Single,1
J-1,Africa,72,PhD,Technician,14773.710053355222,Yes,No,Never,High,Clean,No,No,South Africa,1,Female,Divorced,1
TN,South America,11,PhD,Scientist,27367.373997180854,Yes,No,Never,High,Clean,No,No,Colombia,1,Male,Single,1
B-2,Asia,45,PhD,Technician,1151.4115334217058,No,No,Once,High,Clean,No,No,Philippines,1,Female,Married,1
J-1,Europe,2,High School,Student,0.0,Yes,No,Once,Low,Clean,No,No,France,1,Male,Married,0
B-1,South America,80,Master,Athlete,28520.020504059215,Yes,No,Never,Medium,Clean,No,No,Brazil,1,Female,Single,1
L-1,Europe,56,Bachelor,Professor,0.0,Yes,No,Multiple,Medium,Clean,No,No,Russia,1,Female,Divorced,0
TN,Asia,27,Master,Professor,17874.975627755688,No,No,Never,Medium,Clean,No,No,Pakistan,1,Female,Single,0
L-1,South America,9,Bachelor,Student,32394.914391710136,Yes,No,Multiple,Low,Negative Content,No,No,Argentina,1,Female,Married,1
F-1,Asia,1,High School,Businessperson,0.0,Yes,No,Never,High,Clean,No,Yes,Pakistan,1,Female,Single,1
F-1,Europe,16,Bachelor,Technician,28949.92305367757,Yes,Yes,Never,Medium,Clean,No,No,France,1,Female,Single,2
J-1,North America,40,Bachelor,Businessperson,51087.21622490916,Yes,No,Multiple,Medium,Clean,No,Yes,Mexico,1,Male,Single,0
F-1,Africa,56,Bachelor,Professor,0.0,Yes,No,Never,High,Clean,No,No,South Africa,1,Female,Single,1
TN,North America,27,Master,Technician,30895.013694719233,No,No,Never,High,Clean,No,No,Canada,1,Male,Divorced,1
O-1,North America,11,Bachelor,Scientist,15344.061764417194,Yes,No,Never,High,Clean,No,No,Canada,1,Female,Single,1
B-1,Asia,3,None,Technician,2914.5332096731217,Yes,No,Never,Medium,Clean,No,No,Pakistan,1,Male,Married,0
B-2,Asia,20,High School,Technician,69446.12445304412,Yes,No,Multiple,Medium,Clean,No,No,India,1,Female,Single,2
B-2,Africa,44,High School,Professor,11578.654047489214,Yes,No,Never,High,Clean,No,No,Ghana,1,Other,Single,0
J-1,North America,35,Master,Professor,23886.06849529947,Yes,No,Never,High,Clean,No,No,Canada,1,Female,Single,2
B-2,South America,5,Bachelor,Scientist,12352.368787276137,No,No,Multiple,Medium,Clean,No,No,Colombia,1,Female,Married,2
J-1,Asia,31,Master,Businessperson,59494.8897629072,Yes,No,Never,High,Clean,No,No,Pakistan,1,Other,Married,0
F-1,North America,28,High School,Athlete,60535.78433958624,Yes,No,Never,Medium,Clean,No,No,Canada,1,Male,Married,2
F-1,Europe,19,Bachelor,Scientist,55704.82597325098,Yes,No,Multiple,High,Clean,No,Yes,UK,1,Female,Single,4
O-1,Asia,30,Bachelor,Student,77463.37015787803,Yes,No,Never,Medium,Clean,No,No,Philippines,1,Male,Married,2
O-1,Africa,58,High School,Professor,38078.974251772685,Yes,No,Multiple,Medium,Clean,No,No,South Africa,1,Female,Married,1
B-1,North America,54,PhD,Athlete,2488.043205408114,Yes,No,Never,High,Clean,No,No,Canada,1,Male,Single,1
B-2,Asia,37,Bachelor,Scientist,9229.073961279242,Yes,No,Never,High,Clean,No,No,Philippines,1,Female,Married,0
TN,Africa,28,PhD,Student,28614.569116679813,No,No,Once,High,Clean,No,No,South Africa,1,Female,Divorced,0
O-1,Africa,14,Master,Scientist,20140.96001290484,Yes,No,Never,High,Clean,No,No,Ghana,1,Female,Married,0
B-1,Europe,7,Master,Scientist,22738.97563105917,No,No,Never,High,Clean,No,Yes,UK,1,Female,Married,0
L-1,Africa,5,Bachelor,Scientist,10853.079966739479,Yes,No,Multiple,High,Clean,No,No,Nigeria,1,Female,Married,1
O-1,Asia,68,High School,Technician,53406.37790196294,Yes,No,Once,Medium,Clean,No,No,Pakistan,1,Female,Married,0
B-1,Asia,75,PhD,Technician,35548.8176353739,Yes,No,Once,Medium,Clean,No,No,China,1,Female,Married,0
J-1,South America,48,Master,Student,26470.992740205613,Yes,No,Never,High,Clean,No,No,Brazil,1,Female,Single,1
J-1,North America,15,None,Businessperson,12513.718572458853,Yes,No,Never,Medium,Clean,No,Yes,Canada,1,Female,Married,2
B-1,North America,79,Master,Student,33271.77528870531,Yes,No,Multiple,High,Clean,No,No,Mexico,1,Female,Married,3
F-1,Europe,34,PhD,Professor,18268.367611601683,Yes,No,Multiple,High,Clean,No,No,France,1,Female,Married,1
L-1,North America,75,Bachelor,Scientist,40324.43384231778,Yes,No,Multiple,High,Clean,No,No,Canada,1,Female,Married,0
B-1,Africa,20,Bachelor,Businessperson,0.0,No,No,Never,High,Clean,No,No,Kenya,1,Male,Divorced,1
O-1,Asia,3,High School,Student,25909.694850395994,Yes,No,Never,Medium,Clean,No,No,Pakistan,1,Female,Single,1
F-1,Africa,63,None,Professor,24564.584383119312,Yes,No,Never,High,Clean,No,No,Ghana,1,Male,Married,1
B-1,North America,28,High School,Businessperson,27880.707459823643,Yes,No,Never,High,Clean,No,No,Canada,1,Male,Married,0
B-2,South America,32,Master,Businessperson,34347.13568215157,Yes,No,Multiple,Medium,Clean,No,Yes,Brazil,1,Female,Married,0
O-1,North America,48,Bachelor,Businessperson,45756.57047452948,Yes,No,Never,Medium,Clean,No,No,Mexico,1,Male,Single,2
O-1,Europe,18,High School,Professor,53375.48378440799,Yes,No,Never,Low,Clean,No,No,UK,1,Male,Divorced,0
J-1,Asia,72,PhD,Businessperson,35455.32650333112,Yes,No,Once,Medium,Clean,No,No,India,1,Male,Single,1
B-2,Africa,50,Bachelor,Technician,28060.811451119378,Yes,No,Never,High,Clean,No,No,Ghana,1,Female,Married,1
B-2,North America,50,Bachelor,Professor,39873.19842814969,Yes,Yes,Once,Medium,Clean,No,Yes,Canada,1,Male,Married,1
O-1,Asia,19,None,Scientist,47671.44596525999,Yes,No,Multiple,High,Clean,No,No,India,1,Female,Married,0
L-1,Africa,66,High School,Professor,51339.479306438414,Yes,No,Multiple,High,Clean,No,No,Kenya,1,Female,Married,0
TN,North America,65,Bachelor,Technician,43362.8939666073,Yes,No,Never,Medium,Clean,No,No,Canada,1,Other,Married,1
F-1,North America,59,Master,Technician,26690.167042971694,Yes,No,Once,Medium,Clean,No,No,Guatemala,1,Female,Married,0
J-1,North America,69,High School,Technician,37785.97603800906,Yes,No,Multiple,Low,Clean,No,No,Mexico,1,Female,Single,0
B-2,Europe,39,High School,Professor,40871.29418100994,Yes,Yes,Multiple,High,Clean,No,No,Russia,1,Male,Single,3
J-1,Europe,14,Bachelor,Student,14984.983710650124,No,No,Never,High,Clean,No,Yes,France,1,Male,Single,0
O-1,Africa,77,Bachelor,Student,25998.202202530396,Yes,No,Never,High,Clean,No,No,Nigeria,1,Female,Single,1
F-1,Africa,57,Master,Scientist,19546.95627500557,Yes,No,Never,Low,Clean,No,No,Kenya,1,Male,Married,1
B-1,Asia,15,Bachelor,Businessperson,20313.95001727806,Yes,No,Never,High,Clean,No,No,India,1,Female,Married,4
B-2,South America,35,Bachelor,Professor,37823.989439885016,Yes,Yes,Never,High,Clean,No,No,Brazil,1,Male,Married,1
F-1,Asia,17,Bachelor,Technician,22868.094609827647,Yes,No,Never,High,Clean,No,No,China,1,Female,Divorced,0
TN,South America,63,Master,Professor,20755.595642267515,Yes,No,Multiple,High,Clean,No,No,Brazil,1,Other,Married,1
J-1,North America,9,Master,Athlete,19606.161174294786,Yes,No,Never,High,Clean,No,No,Canada,1,Female,Single,0
O-1,North America,30,Master,Professor,45847.072203488926,Yes,No,Once,Medium,Clean,No,No,Canada,1,Male,Married,4
F-1,Asia,55,High School,Businessperson,31761.73890359363,No,No,Never,High,Clean,No,No,Pakistan,1,Male,Single,1
B-1,Europe,69,None,Technician,34546.15629378504,Yes,No,Multiple,High,Clean,No,No,France,1,Male,Married,1
F-1,Europe,22,Bachelor,Businessperson,63418.27777857987,Yes,No,Multiple,Medium,Clean,No,Yes,Germany,1,Male,Single,0
O-1,Africa,18,High School,Scientist,31952.30902969354,No,No,Never,High,Clean,No,No,Ghana,1,Male,Married,1
J-1,Africa,68,Bachelor,Technician,49622.98575775064,Yes,No,Never,Medium,Clean,No,No,Ghana,1,Male,Widowed,1
B-2,Asia,26,Master,Athlete,31234.188065359933,Yes,No,Never,Medium,Clean,No,No,Philippines,1,Male,Single,1
TN,Europe,7,High School,Businessperson,23801.599919974477,Yes,No,Never,Medium,Clean,No,No,UK,1,Male,Single,0
TN,North America,69,Master,Professor,63430.29500923335,Yes,No,Never,Medium,Clean,No,Yes,Guatemala,1,Female,Married,5
B-2,North America,70,Master,Student,49955.30497850265,Yes,No,Once,High,Clean,No,No,Canada,1,Female,Divorced,0
L-1,Europe,24,High School,Athlete,53156.57657248431,Yes,No,Never,High,Clean,No,No,Russia,1,Male,Single,0
J-1,Asia,66,None,Businessperson,12823.972371826094,Yes,No,Never,Low,Clean,No,No,Philippines,1,Female,Single,1
TN,Africa,55,Bachelor,Student,54637.64838271143,Yes,No,Once,High,Clean,No,No,Kenya,1,Female,Single,1
L-1,Asia,32,Master,Businessperson,28767.157942424732,Yes,No,Never,High,Clean,No,No,Philippines,1,Female,Divorced,4
L-1,Europe,66,Bachelor,Scientist,27317.424083229052,No,No,Once,Medium,Clean,No,No,Germany,1,Female,Single,4
O-1,Asia,54,Bachelor,Professor,38819.31671537481,Yes,No,Never,High,Clean,No,No,India,1,Male,Married,0
O-1,Europe,61,Master,Student,5933.327894266411,Yes,No,Never,High,Negative Content,No,No,Germany,1,Male,Married,0
O-1,Asia,51,Master,Student,0.0,No,No,Multiple,Medium,Clean,No,No,Philippines,1,Female,Married,0
B-1,South America,39,Bachelor,Student,33251.242958464376,Yes,No,Never,High,Clean,No,No,Brazil,1,Female,Single,1
J-1,North America,26,High School,Technician,32900.983691795256,Yes,No,Never,Low,Negative Content,No,No,Guatemala,0,Male,Single,1
B-2,South America,39,Bachelor,Technician,40007.17278665169,Yes,No,Never,High,Clean,No,Yes,Brazil,1,Male,Single,0
J-1,Europe,18,Bachelor,Businessperson,56159.318288092414,Yes,No,Multiple,High,Negative Content,No,Yes,UK,1,Male,Single,0
O-1,North America,19,Master,Professor,46154.66902374662,No,No,Never,Medium,Clean,No,No,Canada,1,Female,Single,1
B-1,South America,72,High School,Scientist,45920.740608199136,Yes,Yes,Never,Low,Clean,No,No,Colombia,0,Female,Single,0
J-1,Asia,75,High School,Scientist,20771.658875712186,Yes,No,Never,High,Clean,No,No,Philippines,1,Female,Single,4
J-1,Asia,53,Master,Technician,64088.04468213823,Yes,No,Multiple,Medium,Clean,No,No,China,1,Female,Married,2
L-1,North America,15,Bachelor,Scientist,31656.151488101907,No,No,Never,Low,Clean,Yes,No,Mexico,0,Female,Married,2
J-1,Europe,18,PhD,Scientist,34894.34936211025,Yes,No,Multiple,High,Clean,No,No,Russia,1,Male,Single,0
L-1,South America,69,Master,Professor,32281.294565558128,Yes,No,Never,Low,Clean,No,No,Colombia,1,Male,Divorced,1
L-1,Europe,64,High School,Professor,36158.94187353965,Yes,No,Never,High,Clean,No,No,Germany,1,Male,Single,1
F-1,Asia,30,PhD,Student,33865.79903894914,No,No,Once,High,Negative Content,No,No,India,1,Male,Single,1
O-1,Africa,69,Bachelor,Student,2060.7059295496983,Yes,No,Multiple,High,Clean,No,No,Kenya,1,Male,Married,1
TN,Africa,60,Bachelor,Businessperson,35816.03544803177,No,No,Multiple,Medium,Clean,No,No,Nigeria,1,Female,Single,1
B-1,Europe,43,Bachelor,Athlete,59173.93809500568,Yes,No,Never,High,Clean,No,No,UK,1,Female,Single,3
L-1,Asia,19,Master,Athlete,26558.457097625946,Yes,No,Multiple,High,Clean,No,No,Pakistan,1,Male,Single,2
J-1,Asia,80,High School,Businessperson,25659.48212441057,No,No,Once,High,Clean,No,No,Philippines,0,Female,Married,0
L-1,Africa,13,High School,Technician,19343.767378953693,Yes,No,Never,Low,Clean,No,No,Kenya,1,Female,Single,2
L-1,Africa,0,Master,Professor,26856.666678177142,Yes,No,Once,High,Clean,No,No,South Africa,1,Male,Single,2
L-1,South America,20,Bachelor,Scientist,13687.326856897354,Yes,No,Never,Medium,Clean,No,No,Colombia,1,Female,Single,0
B-2,South America,74,Master,Professor,47569.15054908287,Yes,No,Never,High,Clean,No,No,Argentina,1,Male,Married,3
TN,Africa,33,Bachelor,Student,29615.888406340262,Yes,No,Once,High,Negative Content,No,No,Nigeria,1,Female,Single,3
TN,Europe,16,Bachelor,Professor,30034.842675725824,No,No,Never,High,Clean,No,No,France,1,Male,Divorced,1
B-2,North America,56,Master,Technician,47478.14966837164,No,No,Never,Medium,Clean,No,No,Mexico,1,Female,Divorced,2
B-2,Asia,51,Bachelor,Scientist,29314.12210328853,No,No,Once,Medium,Clean,No,No,Philippines,1,Male,Married,1
B-2,Asia,10,Master,Scientist,18283.656602397656,Yes,No,Never,Medium,Clean,Yes,Yes,Pakistan,1,Female,Single,2
TN,Asia,35,PhD,Scientist,10065.799302002859,No,No,Once,Low,Clean,No,No,Philippines,1,Male,Divorced,1
F-1,South America,6,PhD,Scientist,43447.986875415256,Yes,No,Once,High,Clean,No,No,Colombia,1,Male,Single,0
L-1,Africa,2,None,Businessperson,40625.6550510811,No,Yes,Never,Medium,Clean,No,Yes,Kenya,0,Male,Single,2
F-1,South America,7,None,Scientist,0.0,Yes,No,Never,High,Clean,No,No,Brazil,1,Female,Single,3
J-1,Africa,19,Bachelor,Businessperson,55265.62235204053,Yes,No,Once,High,Clean,No,No,Ghana,1,Female,Single,1
TN,Europe,77,High School,Professor,3428.984582775258,Yes,No,Never,High,Clean,No,No,Germany,1,Female,Married,2
O-1,South America,48,High School,Businessperson,6085.467896631839,Yes,No,Once,High,Negative Content,No,No,Brazil,1,Other,Married,1
TN,Africa,14,High School,Athlete,28546.603135631634,No,No,Once,High,Clean,No,No,Kenya,1,Male,Married,2
B-1,Europe,32,None,Athlete,29899.585010704668,Yes,No,Multiple,High,Clean,No,No,UK,1,Female,Married,0
F-1,South America,38,Master,Scientist,30047.11999321848,Yes,Yes,Never,High,Clean,No,No,Brazil,1,Female,Single,0
B-2,Asia,16,Master,Scientist,17778.844703533563,Yes,No,Never,Low,Clean,No,No,China,1,Male,Single,1
B-2,Europe,17,PhD,Technician,12041.121243546477,No,No,Never,High,Clean,No,No,France,1,Female,Single,3
J-1,South America,10,PhD,Student,29914.791882723,Yes,Yes,Once,Medium,Clean,No,No,Colombia,1,Other,Married,1
L-1,Africa,39,Bachelor,Businessperson,16644.413482179563,Yes,No,Multiple,High,Clean,No,No,South Africa,1,Female,Married,1
B-1,Asia,54,High School,Student,51711.90978028504,Yes,No,Never,High,Clean,No,No,India,1,Female,Single,2
F-1,Africa,47,High School,Businessperson,8744.741620569173,Yes,No,Once,Low,Clean,No,No,Nigeria,1,Male,Single,1
L-1,North America,78,Bachelor,Scientist,11416.285648438727,Yes,No,Multiple,Medium,Clean,No,No,Mexico,1,Female,Single,1
L-1,North America,29,Master,Student,32158.216998270593,Yes,No,Once,Medium,Clean,No,No,Canada,1,Female,Single,2
O-1,South America,65,PhD,Technician,48817.16797621176,Yes,No,Once,High,Clean,No,No,Argentina,1,Female,Single,2
O-1,Europe,35,High School,Student,38743.57315698737,Yes,No,Never,Medium,Clean,No,No,UK,1,Female,Married,1
F-1,Europe,58,Bachelor,Student,14685.992049760182,Yes,No,Multiple,Low,Clean,No,No,UK,1,Female,Married,2
F-1,South America,50,PhD,Technician,13327.694059020054,Yes,No,Once,Low,Clean,No,No,Brazil,1,Female,Single,2
F-1,South America,27,Master,Businessperson,53655.57645172404,Yes,No,Never,Medium,Clean,No,No,Colombia,1,Female,Single,1
F-1,Asia,64,PhD,Technician,29996.867048986882,No,No,Once,Medium,Clean,No,No,Pakistan,1,Female,Married,2
B-2,Africa,75,PhD,Athlete,3060.6572339202357,Yes,No,Never,Low,Clean,No,No,South Africa,1,Male,Married,0
TN,Africa,49,High School,Scientist,38700.22231577462,Yes,No,Never,Medium,Clean,No,No,Ghana,1,Male,Single,0
TN,North America,17,Bachelor,Scientist,33212.319776248696,Yes,No,Once,High,Clean,No,No,Mexico,1,Female,Married,0
L-1,North America,79,Bachelor,Businessperson,39124.70263239296,Yes,No,Never,High,Clean,No,No,Guatemala,1,Female,Married,0
TN,South America,64,Master,Businessperson,72530.17865907314,Yes,No,Never,High,Clean,No,No,Argentina,1,Female,Married,0
L-1,Europe,38,Bachelor,Scientist,17086.425096144107,Yes,No,Never,Medium,Clean,No,No,UK,1,Female,Single,1
B-2,Europe,44,Master,Professor,25531.00284881943,Yes,No,Once,Medium,Clean,No,Yes,Germany,1,Male,Widowed,3
TN,Asia,39,Bachelor,Technician,26190.619902958508,Yes,No,Once,High,Clean,No,No,India,1,Male,Married,1
L-1,North America,24,Master,Technician,44189.6596067662,Yes,No,Multiple,High,Clean,No,No,Canada,1,Female,Single,3
F-1,Asia,30,Bachelor,Scientist,18126.441676046117,Yes,No,Multiple,High,Clean,No,No,Pakistan,1,Female,Married,1
B-1,Africa,73,High School,Scientist,47973.16379620727,Yes,No,Once,High,Clean,No,No,Nigeria,1,Male,Single,0
TN,South America,7,PhD,Technician,27180.103577476402,No,Yes,Never,Medium,Negative Content,No,Yes,Colombia,0,Male,Single,0
O-1,Europe,71,Master,Athlete,35501.533918802794,No,No,Never,Medium,Clean,No,No,France,0,Male,Single,1
O-1,North America,80,Master,Student,0.0,No,Yes,Never,Medium,Clean,No,No,Mexico,0,Male,Single,5
L-1,North America,62,Master,Athlete,11404.870537430372,Yes,No,Once,High,Clean,No,No,Canada,1,Male,Married,1
B-1,South America,48,High School,Technician,37108.52530924571,Yes,No,Never,High,Clean,No,No,Brazil,1,Male,Single,3
O-1,South America,37,Bachelor,Scientist,3527.3792366094895,Yes,No,Never,High,Negative Content,No,Yes,Brazil,1,Male,Married,1
TN,North America,66,High School,Student,9381.547122467204,Yes,No,Never,High,Clean,No,No,Canada,1,Female,Married,1
